Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
19600,NicolasMd10,,2,0,2,2,0,2,0,0,0,0,6
19611,LauritaPerz,,3,0,3,3,0,3,0,0,0,0,6
19618,wevodclara,,2,0,2,2,0,2,0,0,0,0,6
19619,OliFdez,,2,0,2,2,0,2,0,0,0,0,6
19624,NuriConcenoconz,,2,0,2,2,0,2,0,0,0,0,6
19625,JazminChiapperi,,2,0,2,2,0,2,0,0,0,0,6
19630,Marialovethem,,3,0,3,3,0,3,0,0,0,0,6
19640,ali92sr,,3,0,3,3,0,3,0,0,0,0,6
19642,emiliogl94,,2,0,2,2,0,2,0,0,0,0,6
19643,Flordedeseo,,2,0,2,2,0,2,0,0,0,0,6
19644,DekWataFaak,,2,0,2,2,0,2,0,0,0,0,6
19646,ivannht,,2,0,2,2,0,2,0,0,0,0,6
19650,Noeemi_8,,2,0,2,2,0,2,0,0,0,0,6
19654,ivantrotski,,2,0,2,2,0,2,0,0,0,0,6
19655,JaviiGarciiaM9,,2,0,2,2,0,2,0,0,0,0,6
19656,AleAdEs,,2,0,2,2,0,2,0,0,0,0,6
19660,Pablohanes,,2,0,2,2,0,2,0,0,0,0,6
19665,juanjoramirez12,,2,0,2,2,0,2,0,0,0,0,0
19666,aleexmuoz2,,2,0,2,2,0,2,0,0,0,0,6
19672,IvanChupachups,,2,0,2,2,0,2,0,0,0,0,6
19675,John____McClane,,3,0,3,3,0,3,0,0,0,0,8
19678,aniiita19,,2,0,2,2,0,2,0,0,0,0,6
19679,95JesusLopez,,2,0,2,2,0,2,0,0,0,0,6
19684,ANALsm95,,2,0,2,2,0,2,0,0,0,0,6
19687,Inspira2Club,,3,0,3,3,0,3,0,0,0,0,6
19691,Siilviaa16,,2,0,2,2,0,2,0,0,0,0,6
19693,ana_frias,,2,0,2,2,0,2,0,0,0,0,6
19694,sergiyo4,,2,0,2,2,0,2,0,0,0,0,6
19697,OscarDjDirty,,3,0,3,3,0,3,0,0,0,0,6
19702,francis_fc,,2,0,2,2,0,2,0,0,0,0,6
19704,7ManuAriza,,2,0,2,2,0,2,0,0,0,0,6
19705,SergioMarinrin,,2,0,2,2,0,2,0,0,0,0,6
19710,96Barragan,,2,0,2,2,0,2,0,0,0,0,6
19719,ElenaaLemacks,,2,0,2,2,0,2,0,0,0,0,6
19721,MariajoKpLv,,2,0,2,2,0,2,0,0,0,0,6
19724,laurarosales_94,,2,0,2,2,0,2,0,0,0,0,6
19737,de_los_Cobos,,2,0,2,2,0,2,0,0,0,0,6
19740,Boombeer,,2,0,2,2,0,2,0,0,0,0,2
19769,LauGrzn,,3,0,3,3,0,3,0,0,0,0,6
19775,cmf_94,,2,0,2,2,0,2,0,0,0,0,6
19789,mriabueno96,,2,0,2,2,0,2,0,0,0,0,6
19792,luissalvadorv,,2,0,2,2,0,2,0,0,0,0,6
19796,AnaIdigoras1,,2,0,2,2,0,2,0,0,0,0,6
19797,pablotapia_74,,2,0,2,2,0,2,0,0,0,0,6
19799,anitavf94,,2,0,2,2,0,2,0,0,0,0,6
19800,lauraa_pink,,2,0,2,2,0,2,0,0,0,0,6
19802,brodhagranada,,2,0,2,2,0,2,0,0,0,0,6
19805,ManuAlejo,,2,0,2,2,0,2,0,0,0,0,6
19807,victoraguilar95,,2,0,2,2,0,2,0,0,0,0,6
19810,mirellacfdez,,3,0,3,3,0,3,0,0,0,0,6
19812,JaviBlackDomin,,2,0,2,2,0,2,0,0,0,0,6
19813,jaigalvez,,2,0,2,2,0,2,0,0,0,0,6
19814,Cciudadalhambra,,3,0,3,3,0,3,0,0,0,0,0
19815,AlbillarosArj,,2,0,2,2,0,2,0,0,0,0,6
19820,anabelcardens,,2,0,2,2,0,2,0,0,0,0,6
19824,RoberFernandez1,,2,0,2,2,0,2,0,0,0,0,6
19830,jorgemr_fk7,,2,0,2,2,0,2,0,0,0,0,6
19835,Laura_Tamayo26,,2,0,2,2,0,2,0,0,0,0,6
19842,cuarter21,,2,0,2,2,0,2,0,0,0,0,6
19844,crisgonzalz1_,,2,0,2,2,0,2,0,0,0,0,6
19847,ana_ansino,,2,0,2,2,0,2,0,0,0,0,6
19848,JotillaJimenez,,3,0,3,3,0,3,0,0,0,0,6
19849,LoloMorenop,,2,0,2,2,0,2,0,0,0,0,6
19852,IreneEF22,,2,0,2,2,0,2,0,0,0,0,6
19853,LaurixMSCL,,2,0,2,2,0,2,0,0,0,0,6
19859,jesuslasala,,2,0,2,2,0,2,0,0,0,0,6
19860,joseluis2692,,2,0,2,2,0,2,0,0,0,0,6
19864,martinez9323,,2,0,2,2,0,2,0,0,0,0,0
19868,juancastillag,,2,0,2,2,0,2,0,0,0,0,6
19869,KBergerGarcia,,2,0,2,2,0,2,0,0,0,0,6
19875,MoyaEli,,2,0,2,2,0,2,0,0,0,0,6
19881,chuso1402,,2,0,2,2,0,2,0,0,0,0,6
19887,Luciacf7,,3,0,3,3,0,3,0,0,0,0,6
19892,eli_martin03,,2,0,2,2,0,2,0,0,0,0,6
19912,LeahDormouse,,2,0,2,2,0,2,0,0,0,0,6
19915,Beiis94,,2,0,2,2,0,2,0,0,0,0,0
19917,GuillePriego,,2,0,2,2,0,2,0,0,0,0,6
19920,Paulatitos12,,2,0,2,2,0,2,0,0,0,0,6
19924,AtRaul,,3,0,3,3,0,3,0,0,0,0,6
19926,FranTramezzini,,2,0,2,2,0,2,0,0,0,0,6
19939,pablc__,,2,0,2,2,0,2,0,0,0,0,6
19941,marinabueno14,,2,0,2,2,0,2,0,0,0,0,6
19942,BegoArteaga,,3,0,3,3,0,3,0,0,0,0,6
19946,GerarMartnz,,2,0,2,2,0,2,0,0,0,0,6
19948,MariagrCoco,,3,0,3,3,0,3,0,0,0,0,0
19949,Marian_Sykes,,2,0,2,2,0,2,0,0,0,0,6
19950,ClaudiaDomin9,,2,0,2,2,0,2,0,0,0,0,5
19951,navarrete_rubio,,3,0,3,3,0,3,0,0,0,0,6
19952,CandelaJUM_8,,2,0,2,2,0,2,0,0,0,0,6
19953,rociito_smile,,2,0,2,2,0,2,0,0,0,0,6
19954,leticiaEcb,,2,0,2,2,0,2,0,0,0,0,0
19956,megan_wilke,,3,0,3,3,0,3,0,0,0,0,6
19960,AlexLaredillo22,,2,0,2,2,0,2,0,0,0,0,6
19961,Slviaslg,,3,0,3,3,0,3,0,0,0,0,6
19962,marta_carreras,,2,0,2,2,0,2,0,0,0,0,6
19963,AliciaMedina12,,2,0,2,2,0,2,0,0,0,0,6
19967,IreniitaRuiz,,2,0,2,2,0,2,0,0,0,0,6
19971,Alee_MMartinez,,2,0,2,2,0,2,0,0,0,0,6
19973,SergiyoToro93,,2,0,2,2,0,2,0,0,0,0,6
19975,Candelapalmero,,2,0,2,2,0,2,0,0,0,0,6
19976,oscarjf93,,2,0,2,2,0,2,0,0,0,0,6
19981,rasookok,,2,0,2,2,0,2,0,0,0,0,6
19984,Oscarin10_7,,2,0,2,2,0,2,0,0,0,0,6
19986,re2late,,2,0,2,2,0,2,0,0,0,0,6
19988,CharoPerezz,,2,0,2,2,0,2,0,0,0,0,6
19989,EstherCanas,,2,0,2,2,0,2,0,0,0,0,6
19992,miguel_romii,,3,0,3,3,0,3,0,0,0,0,2
19993,CathiGuardia,,2,0,2,2,0,2,0,0,0,0,6
19994,EliiAlveez,,2,0,2,2,0,2,0,0,0,0,6
19995,Angyy5,,3,0,3,3,0,3,0,0,0,0,6
19998,AntonioPMuro,,3,0,3,3,0,3,0,0,0,0,6
19999,John_Mile,,2,0,2,2,0,2,0,0,0,0,5
20001,JuliaSraBravo,,3,0,3,3,0,3,0,0,0,0,6
20002,AngeNavarroG,,2,0,2,2,0,2,0,0,0,0,6
20005,MaarinaPedrosa,,2,0,2,2,0,2,0,0,0,0,6
20007,JaviDeHaro,,2,0,2,2,0,2,0,0,0,0,0
20009,mremaria,,2,0,2,2,0,2,0,0,0,0,6
20010,IreneRiosC,,2,0,2,2,0,2,0,0,0,0,6
20014,LauraMelero,,3,0,3,3,0,3,0,0,0,0,0
20015,m_legaza,,2,0,2,2,0,2,0,0,0,0,0
20017,IreneeLR,,2,0,2,2,0,2,0,0,0,0,6
20018,Miriiam7592,,2,0,2,2,0,2,0,0,0,0,6
20019,Laarios09,,3,0,3,3,0,3,0,0,0,0,6
20021,CoralShut,,2,0,2,2,0,2,0,0,0,0,6
20022,Celia_GHdez,,3,0,3,3,0,3,0,0,0,0,6
20024,RubenFdez_,,3,0,3,3,0,3,0,0,0,0,6
20025,Ferminius,,4,0,4,4,0,4,0,0,0,0,6
20026,Cuca_cj,,2,0,2,2,0,2,0,0,0,0,6
20031,AlexPanda5,,2,0,2,2,0,2,0,0,0,0,6
20033,javimartinre,,2,0,2,2,0,2,0,0,0,0,6
20034,MariaaLosada,,2,0,2,2,0,2,0,0,0,0,0
20038,FerLinares29,,2,0,2,2,0,2,0,0,0,0,6
20041,RosaCantarero,,2,0,2,2,0,2,0,0,0,0,6
20043,carmonadebarril,,2,0,2,2,0,2,0,0,0,0,6
20044,mariaallu,,2,0,2,2,0,2,0,0,0,0,6
20046,pedrohurtador,,2,0,2,2,0,2,0,0,0,0,5
20049,EnfrmraSaturada,,2,0,2,2,0,2,0,0,0,0,5
20051,AnthonyHopkins,,2,0,2,2,0,2,0,0,0,0,5
20056,Comillas_MUIC,,2,0,2,2,0,2,0,0,0,0,5
20059,ruinedlola,,2,0,2,2,0,2,0,0,0,0,5
20061,_PalabraPerdida,,2,0,2,2,0,2,0,0,0,0,5
20064,patri_transcrea,,3,0,3,3,0,3,0,0,0,0,5
20067,MaddieMag27,,2,0,2,2,0,2,0,0,0,0,5
20069,MeryNotMorstan,,3,0,3,3,0,3,0,0,0,0,5
20073,VaikavaSL,,2,0,2,2,0,2,0,0,0,0,6
20075,mar_illescas,,2,0,2,2,0,2,0,0,0,0,5
20077,EmergenciasSev,,3,0,3,3,0,3,0,0,0,0,5
20082,dgimirizaldu,,2,0,2,2,0,2,0,0,0,0,5
20089,andreamoreira__,,3,0,3,3,0,3,0,0,0,0,5
20094,meustrasbourg,,4,0,4,4,0,4,0,0,0,0,5
20102,cvpcarolvilchez,,2,0,2,2,0,2,0,0,0,0,5
20105,traductamsl,,2,0,2,2,0,2,0,0,0,0,5
20108,OMC_es,,2,0,2,2,0,2,0,0,0,0,5
20112,elpais_tec,,3,0,3,3,0,3,0,0,0,0,5
20117,judcarrera,,2,0,2,2,0,2,0,0,0,0,5
20118,Yambo_LSG,,2,0,2,2,0,2,0,0,0,0,5
20126,UNDGACM_FR,,2,0,2,2,0,2,0,0,0,0,5
20127,Traduversia,,3,0,3,3,0,3,0,0,0,0,5
20128,labihssira,,3,0,3,3,0,3,0,0,0,0,5
20132,ainoamartinez_,,3,0,3,3,0,3,0,0,0,0,5
20137,RAEinformal,,2,0,2,2,0,2,0,0,0,0,6
20138,MSEInterpret,,2,0,2,2,0,2,0,0,0,0,5
20140,ahermidaruibal,,2,0,2,2,0,2,0,0,0,0,5
20143,aidagda,,2,0,2,2,0,2,0,0,0,0,6
20144,aixalma,,2,0,2,2,0,2,0,0,0,0,5
20145,navarrotradmed,,3,0,3,3,0,3,0,0,0,0,5
20146,techforword,,2,0,2,2,0,2,0,0,0,0,3
20147,Reverso_ES,,2,0,2,2,0,2,0,0,0,0,5
20148,fertradav,,2,0,2,2,0,2,0,0,0,0,5
20150,EP_Interpreters,,2,0,2,2,0,2,0,0,0,0,5
20151,TREMEDICA,,3,0,3,3,0,3,0,0,0,0,5
20154,bootheando,,2,0,2,2,0,2,0,0,0,0,5
20156,IsabelEspuelas,,2,0,2,2,0,2,0,0,0,0,5
20157,MIC_ULL,,2,0,2,2,0,2,0,0,0,0,5
20160,UweMuegge,,2,0,2,2,0,2,0,0,0,0,5
20165,sidonie_,,3,0,3,3,0,3,0,0,0,0,0
20166,lorimeyersband,,3,0,3,3,0,3,0,0,0,0,5
20168,igcutillas,,2,0,2,2,0,2,0,0,0,0,5
20169,TranslaStars,,2,0,2,2,0,2,0,0,0,0,5
20174,mayabusque,,2,0,2,2,0,2,0,0,0,0,5
20175,CBCOttawa,,2,0,2,2,0,2,0,0,0,0,2
20178,traduccionjurid,,3,0,3,3,0,3,0,0,0,0,5
20182,InterpAmerica,,2,0,2,2,0,2,0,0,0,0,3
20183,InterpDiaries,,3,0,3,3,0,3,0,0,0,0,3
20184,AICEinterpretes,,3,0,3,3,0,3,0,0,0,0,5
20191,GADED_US,,3,0,3,3,0,3,0,0,0,0,5
20234,euribor_com_es,,3,0,3,3,0,3,0,0,0,0,3
20260,noticias24hcom,,2,0,2,2,0,2,0,0,0,0,5
20306,GambrinuSevilla,,2,0,2,2,0,2,0,0,0,0,6
20317,Tradophenia,,2,0,2,2,0,2,0,0,0,0,5
20330,pnoticias,,2,0,2,2,0,2,0,0,0,0,4
20335,CmonMurcia,,2,0,2,2,0,2,0,0,0,0,4
20337,Oposicionesde,,2,0,2,2,0,2,0,0,0,0,4
20340,lab_rtvees,,2,0,2,2,0,2,0,0,0,0,4
20343,eljueves,,3,0,3,3,0,3,0,0,0,0,4
20345,Lanoche_24h,,3,0,3,3,0,3,0,0,0,0,4
20346,Desayunos_tve,,3,0,3,3,0,3,0,0,0,0,4
20348,RTVE_Com,,3,0,3,3,0,3,0,0,0,0,4
20349,ArchivoRTVE,,4,0,4,4,0,4,0,0,0,0,4
20350,AngelsBarcelo,,3,0,3,3,0,3,0,0,0,0,4
20351,JesusCintora,,4,0,4,4,0,4,0,0,0,0,4
20352,DebatAlRojoVivo,,3,0,3,3,0,3,0,0,0,0,4
20353,MeEncantaMurcia,,2,0,2,2,0,2,0,0,0,0,4
20354,QH_Murcia,,2,0,2,2,0,2,0,0,0,0,4
20356,NoticiaDidacTIC,,3,0,3,3,0,3,0,0,0,0,4
20360,QuepasaenMurcia,,2,0,2,2,0,2,0,0,0,0,4
20361,ENAEbusiness,,2,0,2,2,0,2,0,0,0,0,4
20370,ESNMaastricht,,8,0,8,8,0,8,0,0,0,0,1
20371,MeetAMate,,5,0,5,5,0,5,0,0,0,0,1
20372,ESNMacedonia,,4,0,4,4,0,4,0,0,0,0,1
20373,esn_ucjc,,5,0,5,5,0,5,0,0,0,0,1
20374,ESN_SU,,5,0,5,5,0,5,0,0,0,0,1
20375,esnucd,,5,0,5,5,0,5,0,0,0,0,1
20376,ESNbxl,,3,0,3,3,0,3,0,0,0,0,1
20377,ESN_Bochum,,4,0,4,4,0,4,0,0,0,0,1
20378,esnoslohio,,4,0,4,4,0,4,0,0,0,0,1
20379,ESNTwente,,5,0,5,5,0,5,0,0,0,0,1
20380,ESNorebro,,4,0,4,4,0,4,0,0,0,0,1
20381,ESN_METKA,,5,0,5,5,0,5,0,0,0,0,1
20382,ESNLaRochelle,,4,0,4,4,0,4,0,0,0,0,1
20383,ESN_DTU,,6,0,6,6,0,6,0,0,0,0,1
20384,esnvelikotarnov,,4,0,4,4,0,4,0,0,0,0,1
20385,ESN_Leiria,,5,0,5,5,0,5,0,0,0,0,1
20386,esn_oslo,,4,0,4,4,0,4,0,0,0,0,1
20387,VIS_ESN,,8,0,8,8,0,8,0,0,0,0,1
20388,ISC_MU_Brno,,4,0,4,4,0,4,0,0,0,0,1
20389,EsnAmiens,,4,0,4,4,0,4,0,0,0,0,1
20390,ESNLeoKortrijk,,5,0,5,5,0,5,0,0,0,0,1
20391,erasmus_cmunity,,2,0,2,2,0,2,0,0,0,0,3
20392,KclErasmusESN,,4,0,4,4,0,4,0,0,0,0,1
20393,Youth_ESN,,3,0,3,3,0,3,0,0,0,0,3
20395,uvtromania,,3,0,3,3,0,3,0,0,0,0,1
20402,LouisKarno,,3,0,3,3,0,3,0,0,0,0,7
20406,Erasmusmais,,2,0,2,2,0,2,0,0,0,0,1
20407,cnjportugal,,3,0,3,3,0,3,0,0,0,0,7
20410,the_urban_loop,,2,0,2,2,0,2,0,0,0,0,7
20411,ecoordinaPT,,2,0,2,2,0,2,0,0,0,0,7
20413,Girlscrazie,,2,0,2,2,0,2,0,0,0,0,7
20414,ComUnityLab,,2,0,2,2,0,2,0,0,0,0,7
20418,viagemdiferente,,2,0,2,2,0,2,0,0,0,0,7
20419,Freitas_DRJ,,2,0,2,2,0,2,0,0,0,0,7
20423,DGSaude,,2,0,2,2,0,2,0,0,0,0,2
20425,portugalist_com,,3,0,3,3,0,3,0,0,0,0,7
20438,blogfotografia,,3,0,3,3,0,3,0,0,0,0,5
20440,EuropeDirectAlg,,4,0,4,4,0,4,0,0,0,0,1
20442,embportugal_ca,,2,0,2,2,0,2,0,0,0,0,7
20443,apsinesalgarve,,2,0,2,2,0,2,0,0,0,0,7
20449,POLISnetwork,,2,0,2,2,0,2,0,0,0,0,1
20450,UNHABITAT,,3,0,3,3,0,3,0,0,0,0,2
20453,HumanScaleCity,,2,0,2,2,0,2,0,0,0,0,1
20456,CIVITAS_EU,,3,0,3,3,0,3,0,0,0,0,1
20457,CMSesimbra,,2,0,2,2,0,2,0,0,0,0,7
20458,metropolis_org,,3,0,3,3,0,3,0,0,0,0,1
20459,mmatias_,,2,0,2,2,0,2,0,0,0,0,7
20460,Cities_Today,,3,0,3,3,0,3,0,0,0,0,1
20461,AgendaLisboa,,3,0,3,3,0,3,0,0,0,0,7
20462,BoraPraPortugal,,2,0,2,2,0,2,0,0,0,0,7
20464,INTERREGTweets,,3,0,3,3,0,3,0,0,0,0,1
20465,TimeOutLisboa,,2,0,2,2,0,2,0,0,0,0,7
20472,golisbon,,3,0,3,3,0,3,0,0,0,0,7
20478,catarina_mart,,2,0,2,2,0,2,0,0,0,0,7
20482,afamilitar,,2,0,2,2,0,2,0,0,0,0,7
20483,UIA_Initiative,,2,0,2,2,0,2,0,0,0,0,1
20485,AnaMartinsGomes,,3,0,3,3,0,3,0,0,0,0,7
20486,bfarialopes,,2,0,2,2,0,2,0,0,0,0,7
20488,padaoesilva,,2,0,2,2,0,2,0,0,0,0,2
20489,EUUrbanAgenda,,2,0,2,2,0,2,0,0,0,0,1
20493,RcostaRicardo,,2,0,2,2,0,2,0,0,0,0,7
20497,tvi24ultimas,,2,0,2,2,0,2,0,0,0,0,7
20502,visitingazores,,2,0,2,2,0,2,0,0,0,0,7
20514,JuventudeGovPt,,2,0,2,2,0,2,0,0,0,0,1
20517,jraitamaa,,4,0,4,4,0,4,0,0,0,0,1
20518,EUDataP_b,,2,0,2,2,0,2,0,0,0,0,1
20519,portodeaveiro,,2,0,2,2,0,2,0,0,0,0,7
20521,AplopPress,,2,0,2,2,0,2,0,0,0,0,7
20523,5mnoite,,2,0,2,2,0,2,0,0,0,0,7
20528,EITCI,,2,0,2,2,0,2,0,0,0,0,4
20530,SentirEvora,,2,0,2,2,0,2,0,0,0,0,7
20531,VisitEvora,,2,0,2,2,0,2,0,0,0,0,7
20532,univdeevora,,4,0,4,4,0,4,0,0,0,0,7
20533,linc_evora,,2,0,2,2,0,2,0,0,0,0,7
20534,EditoraEvora,,2,0,2,2,0,2,0,0,0,0,7
20535,evorarock,,2,0,2,2,0,2,0,0,0,0,7
20536,BPEvora,,2,0,2,2,0,2,0,0,0,0,7
20537,VidaporCa,,2,0,2,2,0,2,0,0,0,0,7
20538,EVORACITYNET,,2,0,2,2,0,2,0,0,0,0,7
20539,rtppt,,3,0,3,3,0,3,0,0,0,0,7
20540,agricultura_pt,,2,0,2,2,0,2,0,0,0,0,7
20541,selecaoportugal,,3,0,3,3,0,3,0,0,0,0,7
20542,xxigov_economia,,2,0,2,2,0,2,0,0,0,0,7
20543,pt_financas,,2,0,2,2,0,2,0,0,0,0,7
20544,cultura_pt,,2,0,2,2,0,2,0,0,0,0,7
20545,lowcostportugal,,4,0,4,4,0,4,0,0,0,0,7
20546,VOSTPT,,3,0,3,3,0,3,0,0,0,0,7
20547,PTMicrosoft,,2,0,2,2,0,2,0,0,0,0,7
20548,visitportugal,,6,0,6,6,0,6,0,0,0,0,7
20549,PE_Portugal,,4,0,4,4,0,4,0,0,0,0,7
20550,tvi,,2,0,2,2,0,2,0,0,0,0,7
20551,USEmbPortugal,,3,0,3,3,0,3,0,0,0,0,7
20552,CiscoPortugal,,3,0,3,3,0,3,0,0,0,0,7
20553,UPorto,,4,0,4,4,0,4,0,0,0,0,7
20554,TSFRadio,,3,0,3,3,0,3,0,0,0,0,7
20555,czorrinho,,3,0,3,3,0,3,0,0,0,0,7
20556,DECOJovem,,2,0,2,2,0,2,0,0,0,0,7
20557,ESTG_IPP,,2,0,2,2,0,2,0,0,0,0,7
20558,eraumavez_evora,,2,0,2,2,0,2,0,0,0,0,7
20559,municipiosefreg,,3,0,3,3,0,3,0,0,0,0,7
20560,PortugaliNews,,2,0,2,2,0,2,0,0,0,0,7
20561,dntwit,,3,0,3,3,0,3,0,0,0,0,7
20562,JNegocios,,4,0,4,4,0,4,0,0,0,0,7
20563,itwitting,,5,0,5,5,0,5,0,0,0,0,7
20564,RTPNoticias,,3,0,3,3,0,3,0,0,0,0,7
20565,SolOnline,,3,0,3,3,0,3,0,0,0,0,7
20566,SIConline,,4,0,4,4,0,4,0,0,0,0,7
20567,RTP1,,2,0,2,2,0,2,0,0,0,0,7
20568,rockinriolisboa,,4,0,4,4,0,4,0,0,0,0,7
20569,RTP2,,3,0,3,3,0,3,0,0,0,0,7
20570,sapo,,2,0,2,2,0,2,0,0,0,0,7
20571,antena3rtp,,3,0,3,3,0,3,0,0,0,0,7
20572,antena1rtp,,3,0,3,3,0,3,0,0,0,0,7
20573,NetflixPT,,4,0,4,4,0,4,0,0,0,0,7
20574,Visao_pt,,3,0,3,3,0,3,0,0,0,0,7
20575,mtvportugal,,3,0,3,3,0,3,0,0,0,0,7
20576,SPORTTVPortugal,,2,0,2,2,0,2,0,0,0,0,7
20577,VoceNaoSabiaQ,,2,0,2,2,0,2,0,0,0,0,7
20578,googlechrome,,4,0,4,4,0,4,0,0,0,0,7
20579,gmail,,4,0,4,4,0,4,0,0,0,0,7
20580,AP,,5,0,5,5,0,5,0,0,0,0,7
20581,radiodianafm,,2,0,2,2,0,2,0,0,0,0,7
20582,tvcamara,,2,0,2,2,0,2,0,0,0,0,7
20583,turisbonde,,2,0,2,2,0,2,0,0,0,0,7
20584,ecbbrasilia,,2,0,2,2,0,2,0,0,0,0,7
20585,cdp_porto,,2,0,2,2,0,2,0,0,0,0,7
20586,escola_focus,,2,0,2,2,0,2,0,0,0,0,7
20587,EP_Almada,,2,0,2,2,0,2,0,0,0,0,7
20588,Atep_Eptn,,2,0,2,2,0,2,0,0,0,0,7
20589,Profitecla,,2,0,2,2,0,2,0,0,0,0,7
20590,salesianospt,,2,0,2,2,0,2,0,0,0,0,7
20591,FamaStar,,2,0,2,2,0,2,0,0,0,0,7
20592,AgicPt,,2,0,2,2,0,2,0,0,0,0,7
20593,Quality_Tours,,2,0,2,2,0,2,0,0,0,0,7
20594,ligaportugal,,3,0,3,3,0,3,0,0,0,0,7
20595,SalvasMartinha,,2,0,2,2,0,2,0,0,0,0,7
20596,O_Unas,,3,0,3,3,0,3,0,0,0,0,7
20597,ICE_Markets,,2,0,2,2,0,2,0,0,0,0,7
20598,vinhos_alentejo,,2,0,2,2,0,2,0,0,0,0,7
20599,melhoralentejo,,2,0,2,2,0,2,0,0,0,0,7
20600,muncmfa,,2,0,2,2,0,2,0,0,0,0,7
20601,AltoAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20602,LoveAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20603,AmogGeral,,2,0,2,2,0,2,0,0,0,0,7
20604,aBOUTaLENTEJO,,2,0,2,2,0,2,0,0,0,0,7
20605,winesofalentejo,,2,0,2,2,0,2,0,0,0,0,7
20606,investalentejo,,2,0,2,2,0,2,0,0,0,0,7
20607,diarioalentejo,,2,0,2,2,0,2,0,0,0,0,7
20608,VisitAlentejoEs,,3,0,3,3,0,3,0,0,0,0,7
20609,Alentejo,,3,0,3,3,0,3,0,0,0,0,7
20610,VianadoAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20611,alentejo_1970,,3,0,3,3,0,3,0,0,0,0,7
20612,simply_alentejo,,2,0,2,2,0,2,0,0,0,0,7
20613,AAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20614,herdadedosgrous,,2,0,2,2,0,2,0,0,0,0,7
20615,OCAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20616,AlentejoVideos,,2,0,2,2,0,2,0,0,0,0,7
20617,EnoforumWines,,2,0,2,2,0,2,0,0,0,0,7
20618,iloveAlentejo,,2,0,2,2,0,2,0,0,0,0,7
20619,EvoraPsd,,2,0,2,2,0,2,0,0,0,0,7
20620,CDUevora,,2,0,2,2,0,2,0,0,0,0,7
20621,TIVOLIEVORA,,2,0,2,2,0,2,0,0,0,0,7
20622,UNWTO,,5,0,5,5,0,5,0,0,0,0,7
20623,EvoraPet,,2,0,2,2,0,2,0,0,0,0,7
20624,psevora,,2,0,2,2,0,2,0,0,0,0,7
20625,revistaeducacao,,3,0,3,3,0,3,0,0,0,0,7
20626,CanaldoEnsino,,2,0,2,2,0,2,0,0,0,0,7
20627,UNICIDonline,,2,0,2,2,0,2,0,0,0,0,7
20628,PlanetaUniversi,,3,0,3,3,0,3,0,0,0,0,7
20629,Educacao_PT,,4,0,4,4,0,4,0,0,0,0,7
20630,UOLNoticias,,2,0,2,2,0,2,0,0,0,0,7
20631,mktcomcafe,,2,0,2,2,0,2,0,0,0,0,7
20632,GrupoPPE_PT,,2,0,2,2,0,2,0,0,0,0,7
20633,Europarl_PT,,4,0,4,4,0,4,0,0,0,0,7
20634,conexaoescolarj,,2,0,2,2,0,2,0,0,0,0,7
20635,itgetsbetterpt,,2,0,2,2,0,2,0,0,0,0,7
20636,JSPortugal,,2,0,2,2,0,2,0,0,0,0,7
20637,EducTerritorio,,3,0,3,3,0,3,0,0,0,0,7
20638,AlemMurosEscola,,3,0,3,3,0,3,0,0,0,0,7
20639,mundoeducacao,,3,0,3,3,0,3,0,0,0,0,7
20640,educacaopublica,,3,0,3,3,0,3,0,0,0,0,7
20641,ecoa_uol,,3,0,3,3,0,3,0,0,0,0,7
20642,novaescola,,3,0,3,3,0,3,0,0,0,0,7
20643,JSDPortugal,,2,0,2,2,0,2,0,0,0,0,7
20644,jafostetweet,,3,0,3,3,0,3,0,0,0,0,7
20645,MEC_Comunicacao,,3,0,3,3,0,3,0,0,0,0,7
20646,inep_oficial,,2,0,2,2,0,2,0,0,0,0,7
20647,minsaude,,3,0,3,3,0,3,0,0,0,0,7
20648,MinCidades,,2,0,2,2,0,2,0,0,0,0,7
20649,DefesaGovBr,,2,0,2,2,0,2,0,0,0,0,7
20650,JusticaGovBR,,2,0,2,2,0,2,0,0,0,0,7
20651,MinEconomia,,2,0,2,2,0,2,0,0,0,0,7
20652,STF_oficial,,2,0,2,2,0,2,0,0,0,0,7
20653,planalto,,2,0,2,2,0,2,0,0,0,0,7
20654,camaradeputados,,2,0,2,2,0,2,0,0,0,0,7
20655,aNossaIberdrola,,2,0,2,2,0,2,0,0,0,0,7
20656,DomCabral,,2,0,2,2,0,2,0,0,0,0,7
20657,RockefellerFdn,,3,0,3,3,0,3,0,0,0,0,7
20658,FGV,,2,0,2,2,0,2,0,0,0,0,7
20659,NSF,,3,0,3,3,0,3,0,0,0,0,7
20660,FBN,,2,0,2,2,0,2,0,0,0,0,7
20661,vidaurgente,,2,0,2,2,0,2,0,0,0,0,7
20662,ErasmusBiz,,5,0,5,5,0,5,0,0,0,0,7
20663,CasaRelvas,,2,0,2,2,0,2,0,0,0,0,7
20664,ESN_CB,,3,0,3,3,0,3,0,0,0,0,7
